committee,term_office1,meeting_id,subject,topic,person,affiliation,entity,abbreviation,NGO,c_industry,c_employers,c_trade,c_company,c_research,c_gov,c_parliament,c_public,c_autonomy,c_lobbyst,c_state,c_parks,c_foreign,c_other
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",, Stanisław Kowalewski ,dyrektor Regionalnej Dyrekcji Lasów Państwowych ,Lasy Państwowe,,,,,,,,,,,,,,,,1
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Stefan Skiba ,członek Państwowej Rady Ochrony Przyrody ,Państwowa Rada Ochrony Przyrody,PROP,,,,,,,,,1,,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Władysław Skalny ,prezes Zarządu Głównego Ligi Ochrony Przyrody ,Liga Ochrony Przyrody,LOP,1,,,,,,,,,,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Jerzy Kapłon ,członek Zarządu Głównego PTTK ,PTTK,PTTK,1,,,,,,,,,,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Grzegorz Chudzik ,naczelnik Bieszczadzkiej Grupy GOPR ,,,,,,,,,,,,,,,,,1
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Stanisław Orłowski ,prezes Stowarzyszenia Przewodników Turystycznych 'Karpaty' ,Stowarzyszenie Przewodników Turystycznych Karpaty,,1,,,,,,,,,,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Bożena Kotańska, wojewódzki konserwator przyrody województwa małopolskiego ,,,,,,,,,,,1,,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Tomasz Winnicki ,dyrektor Bieszczadzkiego Parku Narodowego ,,,,,,,,,,,1,,,,1,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Jan Szafrański ,dyrektor Magurskiego Parku Narodowego ,,,,,,,,,,,1,,,,1,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Jan Stachyrak ,dyrektor Zespołu Karpackich Parków Krajobrazowych ,,,,,,,,,,,1,,,,1,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Narcyz Piórecki, dyrektor Aroboretum Bolestraszyce ,Arboretum Bolestraszyce,,,,,,,1,,,,,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Frantiąek Ruľička ,ambasador Republiki Słowackiej w Polsce ,,,,,,,,,,,,,,,,1,1
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Jurij Tokar ,konsul generalny Ukrainy w Lublinie ,,,,,,,,,,,,,,,,1,1
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Wiesław Osuchowski ,konsul generalny RP we Lwowie ,,,,,,,,,,,1,,,,,,1
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,prof. Franciszek Stojko,z Instytutu Ekologii Karpat we Lwowie ,,,,,,,,1,,,,,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,prof. Okasana Meryskiewicz ,z Instytutu Ekologii Karpat we Lwowie ,,,,,,,,1,,,,,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Stiepan Michajłowicz ,Instytut Botaniki Narodowej Akademii Narodowej Ukrainy ,,,,,,,,1,,,,,,,,,1
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Jozef Gurečka ,dyrektor Parku Narodowego 'Połoniny' na Słowacji ,,,,,,,,,,,1,,,,1,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Henryk Sułuja ,burmistrz miasta Ustrzyki Dolne ,,,,,,,,,,,,1,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Renata Szczepańska ,wójt gminy Cisna ,,,,,,,,,,,,1,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Marcin Rogacki ,wójt gminy Czarna ,,,,,,,,,,,,1,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Stanisław Bielawka, wójt gminy Komańcza ,,,,,,,,,,,,1,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Włodzimierz Podyma ,wójt gminy Lutowiska.,,,,,,,,,,,,1,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Krystyna Pająk , - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",, Bogusława Kram, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",,Mirosław Gwiazdowicz, specjaliści z Biura Analiz Sejmowych. ,Biuro Analiz Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VI,10,"  - informację z przebiegu wizytacji i spotkania Komisji w dniu 5 marca 2008 r.,   - informację na temat współpracy transgranicznej między Słowacją, Ukrainą i Polską w obszarze Międzynarodowego Rezerwatu Biosfery 'Karpaty Wschodnie' w odniesieniu do 'Ramowej konwencji o ochronie i zrównoważonym rozwoju Karpat' (tzw. konwencji karpackiej).  ",, Mirosław Sobolewski , specjaliści z Biura Analiz Sejmowych. ,Biuro Analiz Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Andrzej Jagusiewicz, główny inspektor ochrony środowiska wraz ze współpracownikami ,Główny Inspektor Ochrony Środowiska,,,,,,,,,,1,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Andrzej Wojtyła, główny inspektor sanitarny wraz ze współpracownikami ,GIS,GIS,,,,,,,,,1,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Krzysztof Olszak, dyrektor Departamentu Zdrowia Publicznego w Ministerstwie Zdrowia wraz ze współpracownikami ,MZ,MZ,,,,,,,1,,,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Maria Boratyn-Laudańska, zastępca dyrektora Departamentu Bezpieczeństwa Żywności i Weterynarii w Ministerstwie Rolnictwa i Rozwoju Wsi ,Ministerstwo Rolnictwa i Rozwoju Wsi,,,,,,,,1,,,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Bartłomiej Guzowski, referendarz w Ministerstwie Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Małgorzata Skucha, zastępca prezesa zarządu Narodowego Funduszu Ochrony Środowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej ,NFOŚiGW,,,,,,,,,1,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Teresa Warchałowska, zastępca dyrektora Departamentu Środowiska Rolnictwa i Zaopatrzenia Przestrzennego wraz ze współpracownikami ,Najwyższa Izba Kontroli,NIK,,,,,,,,,1,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Paweł Głuszyński, prezes Ogólnopolskiego Towarzystwa Zagospodarowania Odpadów '3R' wraz ze współpracownikiem ,Ogólnopolskie Towarzystwa Zagospodarowania Odpadów '3R',Ogólnopolskie Towarzystwa Zagospodarowania Odpadów '3R',1,,,,,,,,,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Stanisław Suder, przedstawiciel Dolnośląskiego Centrum Unieszkodliwiania Odpadów Medycznych CENMED ,Dolnośląskie Centrum Unieszkodliwiania Odpadów Medycznych CENMED ,Dolnośląskie Centrum Unieszkodliwiania Odpadów Medycznych CENMED ,,,,,1,,,,,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Sylwester Kwiatkowski, wiceprezes Stowarzyszenia na Rzecz Rozwoju i Stosowania Bezdioksynowych Technologii Unieszkodliwiania Niebezpiecznych Odpadów Medycznych , Stowarzyszenie na Rzecz Rozwoju i Stosowania Bezdioksynowych Technologii Unieszkodliwiania Niebezpiecznych Odpadów Medycznych , Stowarzyszenie na Rzecz Rozwoju i Stosowania Bezdioksynowych Technologii Unieszkodliwiania Niebezpiecznych Odpadów Medycznych ,1,,,,,,,,,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Bohdan Szymański, członek zarządu głównego Polskiego Klubu Ekologicznego.,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Krystyna Pająk, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
OSZ,VI,11,  - raport z przeprowadzonego przez Inspekcję Ochrony Środowiska cyklu kontrolnego oceny spełniania wymogów ochrony środowiska przez spalarnie odpadów medycznych i weterynaryjnych oraz oceny funkcjonowania autoklawów;   - informacja NIK o wynikach kontroli postępowania z odpadami medycznymi.  ,,Bogusława Kram, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
