num,term_office,committee,term_office1,meeting_id,subject,topic,person,affiliation,entity,abbreviation,NGO,c_industry,c_employers,c_trade,c_company,c_research,c_gov,c_parliament,c_public,c_autonomy,c_lobbyst,c_state,c_parks,c_foreign,c_other
1001,VI,OSZ,VI,80,,,Rados?aw Fienko, dyrektor generalny G?ównego Inspektoratu Ochrony ?rodowiska ,G?ówny Inspektor Ochrony ?rodowiska,GIO?,,,,,,,,,1,,,,,,
1002,VI,OSZ,VI,80,,,Wojciech Jaworski, kierownik Krajowego Administratora Systemu Handlu Uprawnieniami do Emisji wraz ze wspó?pracownikami ,Krajowy Administrator Systemu Handlu Uprawnieniami do Emisji ,,,,,,,,,,1,,,,,,
1003,VI,OSZ,VI,80,,,Janusz W?odarski, dyrektor generalny Pa?stwowej Agencji Atomistyki wraz ze wspó?pracownikami ,Pa?stwowa Agencja Atomistyki,PAA,,,,,,,,,1,,,,,,
1004,VI,OSZ,VI,80,,,Leszek Karwowski ,prezes Krajowego Zarz?du Gospodarki Wodnej wraz ze wspó?pracownikami ,Krajowa Rada Gospodarki Wodnej,KZGW,,,,,,,,,1,,,,,,
1005,VI,OSZ,VI,80,,,Stanis?aw Zi?ba, dyrektor Biura Pe?nomocnika Rz?du do Spraw 'Programu dla Odry 2006' ,,,,,,,,,,,1,,,,,,
1006,VI,OSZ,VI,80,,,Ryszard Kapu?ci?ski, prezes Ligi Ochrony Przyrody.,Liga Ochrony Przyrody,LOP,1,,,,,,,,,,,,,,
1007,VI,OSZ,VI,80,,,"Bogus?awa Kram, Gra?yna Nojszewska-Komar", - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1008,VI,OSZ,VI,80,,,Przemys?aw Sad?o?, - legislator z Biura Legislacyjnego   ,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1009,VI,OSZ,VI,80,,,Miros?aw Sobolewski, - specjalista z Biura Analiz Sejmowych.,Biuro Analiz Sejmowych,,,,,,,,,1,,,,,,,
1010,VI,OSZ,VI,81,  - informacj? rz?du na temat projektów wprowadzenia podatku ekologicznego na samochody.  ,,Jacek Kapica, podsekretarz stanu w Ministerstwie Finansów wraz  ze wspó?pracownikami ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1011,VI,OSZ,VI,81,,,Krzysztof Galas ,zast?pca dyrektora Departamentu Rozwoju Gospodarki Ministerstwa Gospodarki ,,,,,,,,,1,,,,,,,,
1012,VI,OSZ,VI,81,,,Krystyna Panek-Gondek, zast?pca dyrektora Departamentu Zmian Klimatu i Ochrony Atmosfery Ministerstwa ?rodowiska ,,,,,,,,,1,,,,,,,,
1013,VI,OSZ,VI,81,,,Ma?gorzata Skucha, wiceprezes zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1014,VI,OSZ,VI,81,,,Jakub Fary?, prezes Polskiego Zwi?zku Przemys?u Motoryzacyjnego ,Polski Zwi?zek Przemys?u Motoryzacyjnego,,,,1,,,,,,,,,,,,
1015,VI,OSZ,VI,81,,,Adam Ma?yszko, prezes Stowarzyszenia Forum Recyklingu Samochodów ,Forum Recyklingu Samochodów,FORS,1,,,,,,,,,,,,,,
1016,VI,OSZ,VI,81,,,Piotr Pszczó?kowski, przedstawiciel Automobilklubu Polskiego. ,,,1,,,,,,,,,,,,,,
1017,VI,OSZ,VI,81,,,"Bogus?awa Kram, Gra?yna Nojszewska-Komar", - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1018,VI,OSZ,VI,82,"  - sprawozdanie z dzia?alno?ci Najwy?szej Izby Kontroli w 2008 r.  (druk nr 2054) w zakresie dzia?ania Komisji, ",,Stanis?aw Gaw?owski ,sekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1019,VI,OSZ,VI,82,  - odpowied? na dezyderat nr 7 Komisji w sprawie efektywnego wykorzystania ?rodków unijnych przeznaczonych na przedsi?wzi?cia w zakresie ochrony ?rodowiska.  ,,Adam ¬dzieb?o, podsekretarz stanu w Ministerstwie Rozwoju Regionalnego wraz ze wspó?pracownikami ,Ministerstwo Rozwoju Regionalnego,MRR,,,,,,,1,,,,,,,,
1020,VI,OSZ,VI,82,,,Ireneusz Niemirka, dyrektor generalny w Ministerstwie Rolnictwa i Rozwoju Wsi wraz ze wspó?pracownikami ,Ministerstwo Rolnictwa i Rozwoju Wsi,MRiR,,,,,,,1,,,,,,,,
1021,VI,OSZ,VI,82,,,Ma?gorzata Zadro?na, przedstawicielka Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1022,VI,OSZ,VI,82,,,Tadeusz Bachleda-Curu?, dyrektor Departamentu ?rodowiska Rolnictwa i Zagospodarowania Przestrzennego Najwy?szej Izby Kontroli wraz ze wspó?pracownikami ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1023,VI,OSZ,VI,82,,,Ma?gorzata Skucha, wiceprezes Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami.,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1024,VI,OSZ,VI,82,,,"Bogus?awa Kram, Gra?yna Nojszowska-Komar ",- z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1025,VI,OSZ,VI,83,"  - rozpatrzenie uchwa?y Senatu RP o stanowisku w sprawie ustawy o zmianie ustawy o ochronie gruntów rolnych i le?nych (druk nr 2101), ",,Kazimierz Plocke ,sekretarz stanu w Ministerstwie Rolnictwa i Rozwoju Wsi ,Ministerstwo Rolnictwa i Rozwoju Wsi,MRiR,,,,,,,1,,,,,,,,
1026,VI,OSZ,VI,83,"  - rozpatrzenie projektu dezyderatu Komisji w sprawie funkcjonowania gospodarki ?owieckiej w Polsce - kontynuacja, ",,Tadeusz Nalewajk, podsekretarz stanu w Ministerstwie Rolnictwa i Rozwoju Wsi wraz ze wspó?pracownikami ,Ministerstwo Rolnictwa i Rozwoju Wsi,MRiR,,,,,,,1,,,,,,,,
1027,VI,OSZ,VI,83,  - propozycje tematów kontroli do planu pracy NIK w 2010 r.  ,,Jerzy L?cznar ,radca ministra w Ministerstwie ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1028,VI,OSZ,VI,83,,,Ma?gorzata Zadro?na, przedstawicielka Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1029,VI,OSZ,VI,83,,,Henryk Giere??o, doradca w Najwy?szej Izbie Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1030,VI,OSZ,VI,83,,,Stanis?aw Bochniarz, ekspert w Narodowym Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1031,VI,OSZ,VI,83,,,Marek Duszy?ski, radca prawny w Polskim Zwi?zku ?owieckim. ,Polski Zwi?zek ?owiecki,Polski Zwi?zek ?owiecki,,1,,,,,,,,,,,,,
1032,VI,OSZ,VI,83,,,"Bogus?awa Kram, Gra?yna Nojszewska-Komar ",- z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1033,VI,OSZ,VI,83,,,"Aleksandra Radwa?ska, Dariusz D?bkowski", - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1034,VI,OSZ,VI,84,  - uzupe?ni?a sk?ad Prezydium Komisji. ,,"Bogus?awa Kram, Jolanta Misiak", - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1035,VI,OSZ,VI,84,,,Przemys?aw Sad?o? ,legislator z Biura Legislacyjnego. ,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1036,VI,OSZ,VI,85,  - projekt ustawy o zmianie ustawy bud?etowej na rok 2009 (druk nr 2163) w zakresie:  ,,Stanis?aw Gaw?owski ,sekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1037,VI,OSZ,VI,85,,,Dariusz At?as, dyrektor Departamentu Finansowania Sfery Bud?etowej Ministerstwa Finansów wraz ze wspó?pracownikami ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1038,VI,OSZ,VI,85,,,Teresa Warcha?owska, zast?pca dyrektora Departamentu ?rodowiska Rolnictwa i Zagospodarowania Przestrzennego Najwy?szej Izby Kontroli wraz ze wspó?pracownikami ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1039,VI,OSZ,VI,85,,,Ma?gorzata Skucha, wiceprezes zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1040,VI,OSZ,VI,85,,,Michael Waligórski, prezes Pa?stwowej Agencji Atomistyki ,Pa?stwowa Agencja Atomistyki,PAA,,,,,,,,,1,,,,,,
1041,VI,OSZ,VI,85,,,Micha? Kie?sznia, dyrektor generalny ochrony ?rodowiska wraz ze wspó?pracownikami ,,,,,,,,,,,1,,,,,,
1042,VI,OSZ,VI,85,,,Piotr Rutkiewicz, dyrektor Departamentu Inwestycji i Nadzoru Krajowego Zarz?du Gospodarki Wodnej.,Krajowa Rada Gospodarki Wodnej,KZGW,,,,,,,,,1,,,,,,
1043,VI,OSZ,VI,85,,,"Krystyna Paj?k, Bogus?awa Kram",  - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1044,VI,OSZ,VI,86,  - pierwsze czytanie rz?dowego projektu ustawy o zmianie ustawy o odpadach oraz niektórych innych ustaw (druk nr 2002); ,,Bernard B?aszczyk, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1045,VI,OSZ,VI,86,  - przyj?cie planu pracy Komisji na okres od 1 sierpnia 2009 r. do  31 stycznia 2010 r.  ,,Jerzy Król, przedstawiciel Ministerstwa Infrastruktury ,,,,,,,,,1,,,,,,,,
1046,VI,OSZ,VI,86,,,Ma?gorzata Zadro?na, przedstawicielka Ministerstwa Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1047,VI,OSZ,VI,86,,,Ma?gorzata Skucha, wiceprezes Zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1048,VI,OSZ,VI,86,,,Alicja Gruszecka, przedstawicielka Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1049,VI,OSZ,VI,86,,,W?adys?aw Kaczmarski, dyrektor Departamentu Higieny ?rodowiska w G?ównej Inspekcji Sanitarnej ,GIS,GIS,,,,,,,,,1,,,,,,
1050,VI,OSZ,VI,86,,,Leszek Wieciech, dyrektor generalny Polskiej Organizacji Przemys?u i Handlu Naftowego wraz ze wspó?pracownikami ,,,,,1,,,,,,,,,,,,
1051,VI,OSZ,VI,86,,,Dariusz Matlak, prezes Polskiej Izby Gospodarki Odpadami wraz ze wspó?pracownikami ,,,,1,,,,,,,,,,,,,
1052,VI,OSZ,VI,86,,,Jerzy Ziaja, prezes Ogólnopolskiej Izby Gospodarczej Recyklingu ,Ogólnopolska Izba Gospodarcza Recyklingu,OIGR,,1,,,,,,,,,,,,,
1053,VI,OSZ,VI,86,,,Adam Ma?yszko, prezes Stowarzyszenia Forum Recyklingu Samochodów ,Forum Recyklingu Samochodów,FORS,1,,,,,,,,,,,,,,
1054,VI,OSZ,VI,86,,,Zbigniew Fornalski, dyrektor generalny Stowarzyszenia Papierników Polskich ,Stowarzyszenie Papierników Polskich,,,1,,,,,,,,,,,,,
1055,VI,OSZ,VI,86,,,W?odzis?aw ?wi?kalski, cz?onek Zarz?du Stowarzyszenia 'Termiczne Przekszta?canie Odpadów - Klub 01' ,,,1,,,,,,,,,,,,,,
1056,VI,OSZ,VI,86,,,Micha? Kanownik, przedstawiciel Zwi?zku Importerów i Producentów Sprz?tu Elektrycznego i Elektronicznego Bran?y RTV i IT ,Zwi?zek Importerów i Producentów Sprz?tu Elektrycznego i Elektronicznego Bran?y RTV i IT ,,,1,,,,,,,,,,,,,
1057,VI,OSZ,VI,86,,,Agata Drewniak, eksperci Polskiej Konfederacji Pracodawców Prywatnych 'Lewiatan' ,Konfederacja Pracodawców Prywatnych Lewiatan,Lewiatan,,,1,,,,,,,,,,,,
1058,VI,OSZ,VI,86,,,Krzysztof Kidawa, eksperci Polskiej Konfederacji Pracodawców Prywatnych 'Lewiatan' ,Konfederacja Pracodawców Prywatnych Lewiatan,Lewiatan,,,1,,,,,,,,,,,,
1059,VI,OSZ,VI,86,,,Krzysztof Kanclerski, przedstawiciel Narodowego Instytutu Zdrowia Publicznego - Pa?stwowego Zak?adu Higieny ,,,,,,,,1,,,,,,,,,
1060,VI,OSZ,VI,86,,,Karol Mórawski , przedstawiciele Stowarzyszenia 'Club Antycznych Automobili i Rajdów' ,,,1,,,,,,,,,,,,,,
1061,VI,OSZ,VI,86,,,Piotr Pszczó?kowski, przedstawiciele Stowarzyszenia 'Club Antycznych Automobili i Rajdów' ,,,1,,,,,,,,,,,,,,
1062,VI,OSZ,VI,86,,,Arkadiusz Tu?ecki, wiceprezes Stowarzyszenia 'Bez dioksyn' wraz ze wspólpracownikami ,,,1,,,,,,,,,,,,,,
1063,VI,OSZ,VI,86,,,Grzegorz Wielgosi?ski, pracownik naukowy Politechniki ?ódzkiej ,Politechnika ?ódzka,,,,,,,1,,,,,,,,,
1064,VI,OSZ,VI,86,,,Joanna W?tor, kierownik Biura Zwi?zku Pracodawców Gospodarki Odpadami   ,Zwi?zek Pracodawców Gospodarki Odpadami,ZPGO,,,1,,,,,,,,,,,,
1065,VI,OSZ,VI,86,,,Bohdan Szyma?ski, cz?onek Zarz?du G?ównego Polskiego Klubu Ekologicznego. ,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
1066,VI,OSZ,VI,86,,,Krystyna Paj?k , - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1067,VI,OSZ,VI,86,,,Bogus?awa Kram, - z sekretariatu Komisji w Biurze Komisji Sejmowych   ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1068,VI,OSZ,VI,86,,,Ida Reykowska , - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1069,VI,OSZ,VI,86,,,Magdalena Klorek, - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
,,OSZ,VI,86,,,Mariusz Odziemczyk,lobbysta z Viewpoint Group. ,Viewpoint Group,Viewpoint Group,,,,,,,,,,,1,,,,
1070,VI,OSZ,VI,87,  - ocena skutków wej?cia w ?ycie ustawy z dnia 3 pa?dziernika 2008 r. o zmianie ustawy o ochronie przyrody oraz niektórych innych ustaw i ustawy z dnia 3 pa?dziernika 2008 r. o udost?pnianiu informacji o ?rodowisku oraz o ocenach oddzia?ywania na ?rodowisko; ,,"Janusz Zaleski, Henryk Jacek Jezierski", podsekretarze stanu w Ministerstwie ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1071,VI,OSZ,VI,87,  - ocena funkcjonowania Generalnej Dyrekcji Ochrony ?rodowiska i regionalnych dyrekcji ochrony ?rodowiska.  ,,Ma?gorzata Zadro?na, g?ówny specjalista w Ministerstwie Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1072,VI,OSZ,VI,87,,,Teresa Warcha?owska, zast?pca dyrektora Departamentu ?rodowiska Rolnictwa i Zagospodarowania Przestrzennego Najwy?szej Izby Kontroli ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1073,VI,OSZ,VI,87,,,W?adys?aw Majka, wiceprezes Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1074,VI,OSZ,VI,87,,,Marian Pigan, dyrektor generalny w Pa?stwowym Gospodarstwie Le?nym 'Lasy Pa?stwowe' ,Lasy Pa?stwowe,,,,,,,,,,,,,,,,1
1075,VI,OSZ,VI,87,,,Micha? Kie?sznia, generalny dyrektor ochrony ?rodowiska ,,,,,,,,,,,1,,,,,,
1076,VI,OSZ,VI,87,,,Aleksandra At?owska, dyrektor Regionalnej Dyrekcji Ochrony ?rodowiska w Warszawie ,,,,,,,,,,,1,,,,,,
1077,VI,OSZ,VI,87,,,Hanna Dzikowska, dyrektor Regionalnej Dyrekcji Ochrony ?rodowiska w Gda?sku ,,,,,,,,,,,1,,,,,,
1078,VI,OSZ,VI,87,,,Lech Magrel, dyrektor Regionalnej Dyrekcji Ochrony ?rodowiska w Bia?ymstoku ,,,,,,,,,,,1,,,,,,
1079,VI,OSZ,VI,87,,,Bohdan Szyma?ski, cz?onek Zarz?du G?ównego Polskiego Klubu Ekologicznego ,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
1080,VI,OSZ,VI,87,,,Ryszard Pazdan, ekspert w Business Centre Club.,Business Centre Club,,,,1,,,,,,,,,,,,
1081,VI,OSZ,VI,87,,,Mariusz Odziemczyk, Lobbysta z Viewpoint Group   ,Viewpoint Group,Viewpoint Group,,,,,,,,,,,1,,,,
1082,VI,OSZ,VI,87,,,Maciej Stryjecki,lobbysta z Skonsulting.,Viewpoint Group,Viewpoint Group,,,,,,,,,,,1,,,,
1083,VI,OSZ,VI,87,,,"Krystyna Paj?k, Bogus?awa Kram",  - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1084,VI,OSZ,VI,88,  - uchwa?? Senatu RP o stanowisku w sprawie ustawy o systemie zarz?dzania emisjami gazów cieplarnianych i innych substancji  (druk nr 2198). ,,Bernard B?aszczyk, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami   ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1085,VI,OSZ,VI,88,,, Krzysztof Majkowski,senator,,,,,,,,,,1,,,,,,,
1086,VI,OSZ,VI,88,,,Krystyna Paj?k, - z sekretariatu Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1087,VI,OSZ,VI,88,,,"Tomasz Jaroszy?ski, Przemys?aw Sad?o?", - legislatorzy z Biura Legislacyjnego.,Biuro Legislacyjne,,,,,,,,,1,,,,,,,
1088,VI,OSZ,VI,89,"  - informacj? o realizacji 'Programu usuwania azbestu i wyrobów zawieraj?cych azbest, stosowanych na terytorium Polski' oraz jego nowelizacji, ",,Gra?yna Henclewska, podsekretarz stanu w Ministerstwie Gospodarki wraz ze wspó?pracownikami ,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
1089,VI,OSZ,VI,89,  - informacj? NIK o wynikach kontroli dzia?ania s?u?b publicznych w zakresie recyklingu sprz?tu technicznego. ,,Tomasz Bryzek, radca ministra koordynator 'Programu usuwania azbestu i wyrobów zawieraj?cych azbest stosowanych na terytorium Polski' w Ministerstwie Gospodarki ,Ministerstwo Gospodarki,MG,,,,,,,1,,,,,,,,
1090,VI,OSZ,VI,89,,,Bernard B?aszczyk, podsekretarz stanu w Ministerstwie ?rodowiska ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1091,VI,OSZ,VI,89,,,Mieczys?aw Kosmalski, dyrektor delegatury NIK w Warszawie ,,,,,,,,,,,1,,,,,,
1092,VI,OSZ,VI,89,,,Marek Zaj?ka?a, wiceprezes Najwy?szej Izby Kontroli wraz ze wspó?pracownikami ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1093,VI,OSZ,VI,89,,,Janina Kociszewska, doradca techniczny w Departamencie ?rodowiska Rolnictwa i Zagospodarowania Przestrzennego w NIK ,Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1094,VI,OSZ,VI,89,,,Adam Ma?yszko, prezes Stowarzyszenia Forum Recyklingu Samochodów ,Forum Recyklingu Samochodów,FORS,1,,,,,,,,,,,,,,
1095,VI,OSZ,VI,89,,,Gra?yna Przywara ,"doradca delegatury NIK w Warszawie, koordynator kontroli dzia?ania s?u?b publicznych w zakresie recyklingu sprz?tu technicznego ",Najwy?sza Izba Kontroli,NIK,,,,,,,,,1,,,,,,
1097,VI,OSZ,VI,89,,,Jerzy Ziaja, prezes Ogólnopolskiej Izby Gospodarczej Recyklingu.,Ogólnopolska Izba Gospodarcza Recyklingu,OIGR,,1,,,,,,,,,,,,,
1098,VI,OSZ,VI,89,,,Bogus?awa Kram,z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1099,VI,OSZ,VI,89,,, Krystyna Paj?k ,z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1100,VI,OSZ,VI,90,"  - odpowied? na dezyderat nr 9/8 Komisji Infrastruktury oraz Komisji Ochrony ?rodowiska, Zasobów Naturalnych i Le?nictwa w sprawie podj?cia zdecydowanych dzia?a? przywracaj?cych w?a?ciwe wykorzystanie polskich ?ródl?dowych dróg wodnych. ",,Stanis?aw Gaw?owski, sekretarz stanu w Ministerstwie ?rodowiska,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1101,VI,OSZ,VI,90,,, Kazimierz Plocke, sekretarz stanu w Ministerstwie Rolnictwa i Rozwoju Wsi ,Ministerstwo Rolnictwa i Rozwoju Wsi,MRiR,,,,,,,1,,,,,,,,
1102,VI,OSZ,VI,90,,,Anna Wypych-Namiotko, podsekretarz stanu w Ministerstwie Infrastruktury ,,,,,,,,,1,,,,,,,,
1103,VI,OSZ,VI,90,,,Leszek Karwowski, prezes Krajowego Zarz?du Gospodarki Wodnej  ,,,,,,,,,,,1,,,,,,
1104,VI,OSZ,VI,90,,,Zbigniew Garbie?, prezes Zwi?zku Polskich Armatorów ?ródl?dowych wraz ze wspó?pracownikami.,,,,1,,,,,,,,,,,,,
1105,VI,OSZ,VI,90,,,"Krystyna Paj?k, Bogus?awa Kram, Teodozja Nojszewska-Komar ",z sekretariatów Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1106,VI,OSZ,VI,91,"  - informacja nt. obszarów Natura 2000 ustanowionych do ko?ca 2007 r. oraz obszarów, które utworzono w 2008 i 2009 r., ",,Janusz Zaleski, podsekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1107,VI,OSZ,VI,91,  - zmiana sprawozdawcy do druku nr 1067. ,,W?adys?aw Majka, zast?pca prezesa Zarz?du Narodowego Funduszu Ochrony ?rodowiska i Gospodarki Wodnej wraz ze wspó?pracownikami ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1108,VI,OSZ,VI,91,,,Micha? Kie?sznia, generalny dyrektor ochrony ?rodowiska wraz ze wspó?pracownikami ,,,,,,,,,,,1,,,,,,
1109,VI,OSZ,VI,91,,,Bohdan Szyma?ski, wiceprezes Polskiego Klubu Ekologicznego - Okr?g Mazowiecki.,Polski Klub Ekologiczny,PKE,1,,,,,,,,,,,,,,
1110,VI,OSZ,VI,91,,,Bogus?awa Kram,  - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1111,VI,OSZ,VI,91,,,Krystyna Paj?k,  - z sekretariatu Komisji w Biurze Komisji Sejmowych.,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1112,VI,OSZ,VI,92,  - informacj? nt. 'Problemy ochrony przeciwpowodziowej w Polsce'.  ,,Tomasz Siemoniak, sekretarz stanu w Ministerstwie Spraw Wewn?trznych i Administracji wraz ze wspó?pracownikami ,Ministerstwo Spraw Wewn?trznych i Administracji,MSWiA,,,,,,,1,,,,,,,,
1113,VI,OSZ,VI,92,,,Stanis?aw Gaw?owski, sekretarz stanu w Ministerstwie ?rodowiska wraz ze wspó?pracownikami ,Ministerstwo ?rodowiska,M?,,,,,,,1,,,,,,,,
1114,VI,OSZ,VI,92,,,Ma?gorzata Zadro?na, referendarz w Ministerstwie Finansów ,Ministerstwo Finansów,MF,,,,,,,1,,,,,,,,
1115,VI,OSZ,VI,92,,,Teresa Warcha?owska, zast?pca dyrektora Departamentu ?rodowiska Rolnictwa i Zagospodarowania Przestrzennego w Najwy?szej Izbie Kontroli wraz ze wspó?pracownikami ,,,,,,,,,,,1,,,,,,
1116,VI,OSZ,VI,92,,,Rafa? Jurkowlaniec, wojewoda dolno?l?ski pe?nomocnik rz?du ds. 'Programu dla Odry 2006' ,,,,,,,,,,,,1,,,,,
1117,VI,OSZ,VI,92,,,Leszek Karwowski, prezes Krajowego Zarz?du Gospodarki Wodnej ,,,,,,,,,,,1,,,,,,
1118,VI,OSZ,VI,92,,,Wies?aw Le?niakowicz, komendant g?ówny Pa?stwowej Stra?y Po?arnej wraz ze wspó?pracownikami ,Pa?stwowa Stra? Po?arna,PSP,,,,,,,,,,,,,,,1
1119,VI,OSZ,VI,92,,,Mieczys?aw Ostojski, dyrektor Instytutu Meteorologii i Gospodarki Wodnej ,Instytut Meteorologii i Gospodarki Wodnej,IMGW,,,,,,,,,1,,,,,,
1120,VI,OSZ,VI,92,,,Zbigniew ?wircz, dyrektor Biura ds. Usuwania Skutków Kl?sk ?ywio?owych wraz ze wspó?pracownikami ,,,,,,,,1,,,,,,,,,
1121,VI,OSZ,VI,92,,,Pawe? Wiszniewski, przedstawiciel Biura Bezpiecze?stwa Narodowego ,,,,,,,,1,,,,,,,,,
1122,VI,OSZ,VI,92,,,Anna Czy?ewska, dyrektor Departamentu Gospodarki Wodnej w Narodowym Funduszu Ochrony ?rodowiska i Gospodarki Wodnej ,Narodowy Fundusz Ochrony ?rodowiska i Gospodarki Wodnej ,NFO?iGW,,,,,,,,,1,,,,,,
1123,VI,OSZ,VI,92,,,Janusz ?elazi?ski, ekspert Komisji.,,,,,,,,,,1,,,,,,,
1124,VI,OSZ,VI,92,,,"Aniela Rytel, Jacek Karolak, Bogus?awa Kram, Kamil Mica?", - z sekretariatów Komisji w Biurze Komisji Sejmowych; ,Biuro Komisji Sejmowych,,,,,,,,,1,,,,,,,
1125,VI,OSZ,VI,92,,,Miros?aw Sobolewski, - specjalista z Biura Analiz Sejmowych.,Biuro Analiz Sejmowych,,,,,,,,,1,,,,,,,
