host	id	date	location	title	guestid	guestname	cabinet		
Kim-Tobias Eling	05e3c05281668f12a3d4f1935b88ebf0	25/11/2014	Berlaymont 11/044	Trade Unions and Humanitarian Aid	04902121531-04	European Federation of Public Service Unions	Cabinet members of Commissioner Christos Stylianides
Commissioner Phil Hogan	c6ccbab2f788d217067b038807397345	05/02/2015	Brussels	Simplification, Greening, Fat tax, Pig price crisis, ammonia emissions	1634450483-86	Landbrug & Fødevarer - Danish Agriculture and Food Council
Commissioner Phil Hogan	b19948ff2c3666b760fd9c977561d74f	23/01/2015	Dublin	Current Agricultural Issues	102242415698-61	Northern Ireland Meat Exporters Association
Commissioner Phil Hogan	ae8f3fd63a50e19aef699e1f3864f822	23/01/2015	DUBLIN	Commissioner work programme for 2015 and policy priorities for the 5 year term as Commissionr.	479468313744-50	Ibec
Commissioner Phil Hogan	3660b841d74c4a23745fc67b43ed8f17	23/01/2015	Dublin, Ireland	Meeting board of Directors of IBEC to discuss Commission Work Programme	479468313744-50	Ibec
Commissioner Phil Hogan	045b6a04cd53aa4bb8b88e31cce2728f	23/01/2015	Dublin, Ireland	Nomad cattle and exporting to 3rd countries	102242415698-61	Northern Ireland Meat Exporters Association
Commissioner Phil Hogan	f16cce72dabf14655a46236c21d23c5d	22/01/2015	Brussels	Dairy policy. Supply management. Increased production costs and exodus of European dairy farmers out of the industry.	45338982456-46	European Milk Board
Commissioner Phil Hogan	fe3f956f48cc5a78b277965a690e56a0	17/01/2015	Berlin	General Presentation by the Bauernverband: handing over of simplifiction proposals and explanation of those proposals	73085531345-65	Deutscher Bauernverband
Commissioner Phil Hogan	b14e8055ef06e9b5ecd7acb99d87b0f0	09/01/2015	Brussels	Current Agriculture Issues	unregistered	Ulster Farmers Union
Commissioner Phil Hogan	2e4b6884a962f237efa4f1ca2b8259ef	18/12/2014	Brussels	Ireland Rural development programme. LPIS	711197015348-03	Irish Cattle & Sheep Farmers' Association Ltd
Commissioner Phil Hogan	64ffc848ee341f98cb80888058511396	12/12/2014	Brussels	Ireland Rural Development Programme, Milk market measures, Commonage problems in Ireland	458700813641-37	Irish Farmers' Association
Commissioner Phil Hogan	a037b47abd9f891ff92cef8c9adc5439	10/12/2014	Brussels	Milk market measures. Debt levels in Denmark	13118423364-86	Danish Dairy Board Brussels s.a.
Commissioner Phil Hogan	cca0854563eb7378e2505d880384d17f	05/12/2014	Brussels	Current Agriculture Issues	849413211923-25	European Council of Young farmers
Commissioner Phil Hogan	1591a49971feb9ee2d04875f6b05dbd6	04/12/2014	Brussels	Simplification, Farmers share of retail, TTIP, Commissioners address to COPA Presidium	44856881231-49	European Farmers
Commissioner Phil Hogan	f758bc38d68e188087fdf87709fc6fdb	03/12/2014	US Dairy Export Council	TTIP & Geographical indications	927974415051-53	US Dairy Export Council
Commissioner Phil Hogan	714208f26db4893be530a9eb6b6ff709	02/12/2014	Brussels	Milk price pressures for 2015, superlevy fines, measures to support to dairy farmers, TTIP	58690875697-56	Irish Creamery Milk Suppliers Association
Shane Sutherland	b0b708261d033238a1fd86b6cf540866	19/03/2015	Brussels	Water management	121848610166-52	European Water Association	Cabinet members of Commissioner Phil Hogan
Shane Sutherland	b0b708261d033238a1fd86b6cf540866	19/03/2015	Brussels	Water management	121848610166-52	European Water Association	Cabinet members of Commissioner Phil Hogan
Cristina Rueda Catry	f22e9f1c435f68a54ad0513a44125d4c	06/03/2015	Brussels	implementation of the wine planting rights regulation, the idea to include wines in the quality regulation, the importance to simplify implementation of CAP, in particular for the Portuguese administration as well as the likelihood to adopt a new legislation on organics.	857553411399-49	Confederação Nacional das Cooperativas Agrícolas e do Crédito Agrícola de Portugal	Cabinet members of Commissioner Phil Hogan
Dermot Ryan Elisabetta Siracusa	e123fdcefb83bc395cb02fa26df7cb03	05/03/2015	BERL 08/323	Present and discuss Copa-Cogeca’s preliminary ideas on CAP simplification	44856881231-49	European Farmers	Cabinet members of Commissioner Phil Hogan
Dermot Ryan Elisabetta Siracusa	e123fdcefb83bc395cb02fa26df7cb03	05/03/2015	BERL 08/323	Present and discuss Copa-Cogeca’s preliminary ideas on CAP simplification	09586631237-74	European agri-cooperatives	Cabinet members of Commissioner Phil Hogan
Cristina Rueda Catry	b0f125e1272f8ac03c8689df69185c35	04/03/2015	Brussels	ICANN, Geographical Indications, protection and bilateral agreement, labelling and promotion	93296213494-75	European Federation of Origin Wines	Cabinet members of Commissioner Phil Hogan
Elisabetta Siracusa	ce41723c7ce285120e1399619247d078	04/03/2015	BERL 08/323	Aborder la finalisation et la mise en oeuvre de la programmation du FEADER pour 2014-2020 dans le contexte du transfert de l'autorité de gestion de ce fonds aux Régions depuis 2014 (méthode de travail avec les services de la Commission pour la finalisation et la mise en oeuvre des PDRR, existence d'une liste limitative de critères régionaux en matière de soutien à l'installation susceptible de limiter les marges de manœuvre régionales et conséquences potentielles pour l'ensemble des mesures régionales)	859474614808-89	Association des Régions de France	Cabinet members of Commissioner Phil Hogan
Cristina Rueda Catry Tom Tynan	54ded051adb60bea0e00098571cd219b	03/03/2015	Brussels	TTIP, simplification, rural development, climate change	458700813641-37	Irish Farmers' Association	Cabinet members of Commissioner Phil Hogan
Carl-Christian Buhr	447462c7a2fccda4b760548cf28f3ff5	03/03/2015	Brussels, Belgium	Presentation of Google's Irish operations and Dublin Campus and of promotion activities to increase e-commerce success of food-chain companies	03181945560-59	Google	Cabinet members of Commissioner Phil Hogan
Carl-Christian Buhr	447462c7a2fccda4b760548cf28f3ff5	03/03/2015	Brussels, Belgium	Presentation of Google's Irish operations and Dublin Campus and of promotion activities to increase e-commerce success of food-chain companies	03181945560-59	Google	Cabinet members of Commissioner Phil Hogan
Cristina Rueda Catry	05d2deeaf57e1cf8f7f8f7ac077d7a85	03/03/2015	Brussels	priorities for UPA:simplification, equilibrate the bargaining power of the farmers, support to producer organisations, solution to the Russian embargo, a TTIP negotiation that privileges content to speed, support to young farmers and support to the role of women in agriculture.	736180714498-22	UNIÓN DE PEQUEÑOS AGRICULTORES	Cabinet members of Commissioner Phil Hogan
Tom Tynan	a1e32d82569ce67cf88fd695a63f6640	03/03/2015	Brussels	Present holistic management concept of Integrated Farming; present EISA; a first EISA assessment of the recent CAP reform; recognition of the concept of IF and how our network could support efforts to achieve more sustainability in agriculture in the EU; conclusions of the EESC own-initiative report on Integrated Production (incl.integrated Farming)	03201309079-58	European Initiative for Sustainable Development in Agriculture	Cabinet members of Commissioner Phil Hogan
Carl-Christian Buhr	12dcae6e81e52fd2af42761823dbb3d0	02/03/2015	Brussels, Belgium	Presentation of Bayer's activities in data science (""big data on the fields""), presentation of relevant Horizon 2020 R&D&I support areas	3523776801-85	Bayer AG	Cabinet members of Commissioner Phil Hogan
Carl-Christian Buhr	12dcae6e81e52fd2af42761823dbb3d0	02/03/2015	Brussels, Belgium	Presentation of Bayer's activities in data science (""big data on the fields""), presentation of relevant Horizon 2020 R&D&I support areas	3523776801-85	Bayer AG	Cabinet members of Commissioner Phil Hogan
Tom Tynan	748fd0a79b0c7a72d5ae0b719b69571e	26/02/2015	Brussels	Priorities Comm Hogan and his views on animal welfare and the recent declaration by the NL, DK and DE; Inclusion of animal welfare (art 13 TFEU) in the Common Agricultural Policy and the support for sustainable, higher welfare systems; exchange views on Organic Farming proposal, exchange views on information to consumers and labelling; concerns regarding slaughter, transport, enforcement and controls	6809935493-49	Eurogroup for Animals	Cabinet members of Commissioner Phil Hogan
Carl-Christian Buhr	abd8b12be174d437d55005cebb7b1123	25/02/2015	Brussels, Belgium	Presentation by IRE of its organisation and members. Presentation of its work in and views about the Supply Chain Initiative and its future	034546859-02	Independent Retail Europe (formerly UGAL - Union of Groups of Independent Retailers of Europe)	Cabinet members of Commissioner Phil Hogan
Carl-Christian Buhr	abd8b12be174d437d55005cebb7b1123	25/02/2015	Brussels, Belgium	Presentation by IRE of its organisation and members. Presentation of its work in and views about the Supply Chain Initiative and its future	034546859-02	Independent Retail Europe (formerly UGAL - Union of Groups of Independent Retailers of Europe)	Cabinet members of Commissioner Phil Hogan
Elisabetta Siracusa	b505036d62ebae06c935db7e7a0ccf99	25/02/2015	BERL 08/323	Exchange of views regarding the quality policies and its impact on the agriculture competitiveness as 1 out of 4 farmers of Midi-Pyrénées is involved in one of the 120 Protected Designation of Origin and Protected Geographical Designation. In addition to that, Midi-Pyrénées Region is now leading the European network AREPO (Association of European Regions for Origin Products) since November 2014	85470672196-59	Association Midi-Pyrénées Europe	Cabinet members of Commissioner Phil Hogan
Cristina Rueda Catry Tom Tynan	f74276f2b4f3e60231660682930d2e7f	25/02/2015	Brussels	Nouveau règlement sur l'agriculture biologique et ses conséquences pour la production de volailles biologiques; termes réservés de qualité en volailles de chair	5235485727-61	European Rural Poultry Association	Cabinet members of Commissioner Phil Hogan
Dermot Ryan	c8e00efca0f3f837b232517b933394e6	24/02/2015	BERL 08/304	Research into consumer attitudes to method of production labelling, Research into the confusion caused by existing EU labels, The role method of production labelling can play in delivering EU objectives, The ongoing review of the EU's poultrymeat marketing standards.	6809935493-49	Eurogroup for Animals	Cabinet members of Commissioner Phil Hogan
Dermot Ryan	c8e00efca0f3f837b232517b933394e6	24/02/2015	BERL 08/304	Research into consumer attitudes to method of production labelling, Research into the confusion caused by existing EU labels, The role method of production labelling can play in delivering EU objectives, The ongoing review of the EU's poultrymeat marketing standards.	26535516539-45	Compassion in World Farming	Cabinet members of Commissioner Phil Hogan
Dermot Ryan	c8e00efca0f3f837b232517b933394e6	24/02/2015	BERL 08/304	Research into consumer attitudes to method of production labelling, Research into the confusion caused by existing EU labels, The role method of production labelling can play in delivering EU objectives, The ongoing review of the EU's poultrymeat marketing standards.	unregistered	RSPCA (Labelling matters)	Cabinet members of Commissioner Phil Hogan
Dermot Ryan	c8e00efca0f3f837b232517b933394e6	24/02/2015	BERL 08/304	Research into consumer attitudes to method of production labelling, Research into the confusion caused by existing EU labels, The role method of production labelling can play in delivering EU objectives, The ongoing review of the EU's poultrymeat marketing standards.	543698010969-83	Soil Association (Labelling matters)	Cabinet members of Commissioner Phil Hogan
Cristina Rueda Catry	60aa0c519a194dd4c02784d413308e7c	24/02/2015	Brussels	Market situation in the tobacco sector, effects of plain packaging	14541128505-57	UNITAB	Cabinet members of Commissioner Phil Hogan
Carl-Christian Buhr	82e786a8bf978b79c6dc0203a11e7aa8	23/02/2015	Brussels, Belgium	General presentation Kellogg Company, increased outreach to farmers, policy debates followed closely: origin labelling, food supply chain	89352824072-19	Kellogg Company	Cabinet members of Commissioner Phil Hogan
Carl-Christian Buhr	82e786a8bf978b79c6dc0203a11e7aa8	23/02/2015	Brussels, Belgium	General presentation Kellogg Company, increased outreach to farmers, policy debates followed closely: origin labelling, food supply chain	89352824072-19	Kellogg Company	Cabinet members of Commissioner Phil Hogan
Dermot Ryan	6173e04076def4396bf334fc1e6068e5	20/02/2015	BERL 08/318	• discuss the greening implementation ( Member States choices) but also the whole simplification exercise but also the conference we organize in March 4th (EP – ‘sustainable future for EU farming?’) in which Commissioner Hogan will speak	06798511314-27	European Environmental Bureau	Cabinet members of Commissioner Phil Hogan
Tom Tynan	38a71ce988b963dd6c2b6a449bdc4da7	19/02/2015	Brussels	competitiveness of the EU sugar sector in the run-up to 2017 and the abolition of sugar production quotas. concerns and brief you on Tate & Lyle Sugars current activities at EU level. discuss the CXL duty on sugar cane imports from certain third countries as well as sugar access to the EU market by way of FTA’s currently being negotiated.	50465929991-70	T&L Sugars Limited	Cabinet members of Commissioner Phil Hogan
Tom Tynan	52829d9e5bb80a9ba873475014c3f010	18/02/2015	Brussels	Exchange on milk market situation; EDA commitment to transparency and cooperation : economic board of MMO, presidium of the CDG MILK & beyond; Dairy Policy & EDA dairy policy recommendations; “Dairy Policy for the 21st Century” – up-date on the EDA Conference of 18 March 2015; “2015 – A New Start for the European Dairy” – EDA Annual Convention 15 October 2015 in Edinburgh / UK	42967152383-63	European Dairy Association aisbl	Cabinet members of Commissioner Phil Hogan
Dermot Ryan	20e91731813e08ad47d7622d7d438ba9	18/02/2015	BERL 08/318	1. Recognize the contribution of renewables, as home-grown sustainable energy sources, in enhancing energy security; 2. Pave the way for the Commission to propose a robust governance system implementing the 2030 climate and energy package; 3. Provide additional impetus to meet the 2030 interconnection objectives using the speedy completion of the Projects of Common Interest list as a benchmark; 4 Suggest a better coordination in national power system operation; 5. Ensure that funds allocated by the Junker investment plan are earmarked for projects that help meet the EU’s 2030 climate and energy objectives.	19920706471-21	European Wind Energy Association	Cabinet members of Commissioner Phil Hogan
Tom Tynan	cb15b03a892500fd6923e0a8a0a9e183	13/02/2015	Brussels	FEFAC-Introducing the Agri-Food Chain Coalition & Key; FoodDrinkEurope: promoting the establishment of a Food Knowledge and Innovation Community in 2016-2017; Copa-Cogeca: Guaranteeing the functioning and further integration of the single market, Reducing adm burden & boost investment; Euroseeds: setting up a dedicated unit on ""innovation, agricultural productivity, resource-efficiency and competitiveness"" in DG AGRI.	77105321408-83	Fédération Européenne des Fabricants d'Aliments Composés	Cabinet members of Commissioner Phil Hogan
Tom Tynan	9fa9c4ce2bc83458e80d8eed257513b9	12/02/2015	Brussels	Understanding fertilizer prices, reducing carbon footprint of agriculture production, developing indicators for nitrogen use efficiency, Commission proposals for new fertilizer regulation	80788715017-29	Fertilizers Europe	Cabinet members of Commissioner Phil Hogan
Tom Tynan	d1fb776aa46ad0fca9911f68f9514e6c	12/02/2015	Brussels	Core fields of activity of Bayer CropScience, Key regulatory framework, concerns regarding the implementation of the Plant Protection Products Regulation 1107/2009 and the Maximum Residues Level Regulation 396/2005, impact of EU regulations on trade in agricultural products and product availability for farmers, impact of the hazard-based approach and regulatory cut offs for Endocrine Disruptors, Neonicotinoids and bee health	3523776801-85	Bayer AG	Cabinet members of Commissioner Phil Hogan
Shane Sutherland	619c8a89c3461f9d7fbdd6e10253f93f	11/02/2015	Brussels	Coceral	unregistered	MIFID 2	Cabinet members of Commissioner Phil Hogan
Tom Tynan	259fcfccbccd4666ab1686aa0e91617c	11/02/2015	Brussels	MiFID & MiFIR 2	2050009628-31	Comité du commerce des céréales, aliments du bétail, oléagineux, huile d'olive, huiles et graisses et agrofournitures de l'U.E.	Cabinet members of Commissioner Phil Hogan
Tom Tynan	60d04e09a37185cb6c50cd011dac521e	06/02/2015	Brussels	Simplification, retail chain, pesticide negotiations, Commissioner's visit to Royal Highlands Show	758857015634-26	NFU Scotland	Cabinet members of Commissioner Phil Hogan
Elisabetta Siracusa	c4de1376b1669c1f2efc4b121652f8cf	06/02/2015	BERL 08/323	Meeting with the Fédération Nationale des Syndicats d’Exploitants Agricoles – France	59530682147-07	Fédération Nationale des Syndicats d'Exploitants Agricoles	Cabinet members of Commissioner Phil Hogan
Tom Tynan	6bf8be63188f01d1f810f36ee601e149	05/02/2015	Brussels	Simplification, Greening, Fat tax, Pig price crisis, ammonia emissions	1634450483-86	Landbrug & Fødevarer - Danish Agriculture and Food Council	Cabinet members of Commissioner Phil Hogan
