ID,Name,Link_image,Country,Political_group,Party,Institution,Previous_position,New_position,category_pie,category_bar,brussel_lobbying,Link_profile,Link_source,group2,Description,Paid_unpaid,Answers,Certified,Date of Commission authorisation,Based on advice from Ad hoc Ethical Committee?,Link to authorisation in College of Commissioners' minutes,"Link to Commission authorisation documents, released under freedom of information rules. Click on the links to read the documents",Link Transparency register
1186,Astrid LULLING,,Luxembourg,EPP,Christian Social People's Party,European Parliament,MEP,Born in 1929. Most likely retired from political life. ,Others,Retired,no,,https://en.wikipedia.org/wiki/Astrid_Lulling,,,,,Raphael,,,,,
118860,Claudette ABELA BALDACCHINO,,Malta,S&D,Labour Party,European Parliament,MEP,"President of Nisa Laburisti, a pressure group within the labour party to advance the rights of women.",Elected office & public sector,Political parties,no,,http://www.nisalaburisti.org/executive.html,,,,,Raphael,,,,,
23938,John ATTARD-MONTALTO,,Malta,S&D,Labour Party,European Parliament,MEP,Lawyer for Saga Juris Advocates (Malta). Consultant at the Central Bank of Malta ,Elected office & public sector,Public authorities,no,,http://www.maltatoday.com.mt/news/national/70889/former_labour_mep_lands_central_bank_Consultancies#.WCwzDCErJdg,,,,,Raphael,,,,,
28120,Simon BUSUTTIL,,Malta,EPP,Nationalist Party ,European Parliament,MEP,Leader of the Opposition in Malta. Head of the nationalist party,Elected office & public sector,Political parties,no,,http://www.pn.org.mt/,,,,,Raphael,,,,,
110984,Joseph CUSCHIERI,,Malta,S&D,Labour Party,European Parliament,MEP,Ambassador of Malta to Greece,Elected office & public sector,Public authorities,no,,https://foreignaffairs.gov.mt/en/Embassies/Me_Athens/Pages/The-Ambassador.aspx,,,,,Raphael,,,,,
28123,Louis GRECH,,Malta,S&D,Labour Party,European Parliament,MEP,"Deputy Prime Minister of Malta, Minister of European Affairs",Elected office & public sector,Elected office,no,,https://deputyprimeminister.gov.mt/en/The%20Ministry/Pages/The-Minister.aspx,PvDA,,,,Raphael,,,,,
96671,Edward SCICLUNA,,Malta,S&D,Labour Party ,European Parliament,MEP,"Finance Minister, Government of Malta",Elected office & public sector,Elected office,no,,https://mfin.gov.mt/en/the-minister/Pages/default.aspx,PvDA,,,,Raphael,,,,,
28174,Thijs BERMAN,,Netherlands,S&D,Labour Party,European Parliament,MEP, Principal advisor to the OCSE representative on the freedom of media,Elected office & public sector,Public authorities,no,,https://www.linkedin.com/in/thijsberman,,,,Principal advisor to the OSCE representative on the freedom of the media !,Raphael,,,,,
96893,Louis BONTES,,Netherlands,NI,Party for Freedom,European Parliament,MEP,Member of the House of Representatives of Netherlands ,Elected office & public sector,Elected office,no,,https://www.tweedekamer.nl/sites/default/files/atoms/files/nevenfuncties_26-10-2016_0.Democratic Partyf,PVV,,,,Raphael ,,,,,
28171,Emine BOZKURT,,Netherlands,S&D,Labour Party,European Parliament,MEP,Member of Board of Advisers of International IDEA (Institute for Democracy and Electoral Assistance),Elected office & public sector,Elected office,no,,https://www.linkedin.com/in/eminebozkurt,,IDEA is an intergovernmental organisation. ,,,Raphael,,,,,
96726,Marije CORNELISSEN,,Netherlands,Greens/EFA,GreenLeft,European Parliament,MEP,Consultant for Cornelissen Consultancies EU. Executive director of the UN national committe in the Netherlands ,Private Sector,Consultancies,yes ,https://www.linkedin.com/in/marije-cornelissen-04454112,http://cornelissenConsultancies.eu/index.php,,Not sure if UN position is combined with Consultancies,,,Raphael,,,,,
103132,Lucas HARTONG,,Netherlands,NI,Party for Freedom,European Parliament,MEP,Independent columnist qnd recentlz published two books in 2016,Private Sector,Media,no,,http://literatuurplein.nl/persdetail.jsp?persId=738779,PVV,No longer politically active,,,Raphael,,,,,
28176,Jeanine HENNIS-PLASSCHAERT,,Netherlands,ALDE,People's Party for Freedom and Democracy,European Parliament,MEP,Minister of Defence in Netherlands ,Elected office & public sector,Elected office,no,,https://en.wikipedia.org/wiki/Jeanine_Hennis-Plasschaert,VVD,,,,Raphael,,,,,
115868,Patricia van der KAMMEN,,Netherlands,NI,Party for Freedom,European Parliament,MEP,Member of the Noord Brabant Provincial Staten (regional assembly)Controller at Tilburg Universitz for Library and IT services.,Elected office & public sector,Elected office,no,,https://www.linkedin.com/in/patricia-van-der-kammen-29334aa,PVV,,,,Raphael,,,,,
28182,Kartika Tamara LIOTARD,,Netherlands,GUE/NGL,Socialist Party ,European Parliament,MEP,Senior Advisor for European Subsidies at the Dutch Ministry of Economy,Elected office & public sector,Public authorities,no,,http://www.parlement.com/id/vgr81a2x0qvk/k_t_kartika_liotard,SP,,,,Raphael,,,,,
96904,Barry MADLENER,,Netherlands,NI,Party for Freedom,European Parliament,MEP,Member of the House of Representatives of the Netherlands,Elected office & public sector,Elected office,no,,https://www.tweedekamer.nl/kamerleden/alle_kamerleden/madlener-b-pvv,PVV,,,,Raphael,,,,,
4560,Toine MANDERS,,Netherlands,ALDE,People's Party for Freedom and Democracy,European Parliament,MEP,Consultant of wealth protection and management of offshore companies. General manager of wilder lane classics (import of classic cars),Private Sector,Companies and Groups,no,,https://www.linkedin.com/in/toinemanders,VVD,,,,Raphael,,,,,
96910,Judith A. MERKIES,,Netherlands,S&D,Labour Party,European Parliament,MEP,Advisor in European Public Policy and Regulatory Affairs ,Private Sector,Consultancies,yes ,,https://www.linkedin.com/in/judith-merkies-b92994,,For whom?,,This is her own Consultancies however no website could be found. unclear wether it constitutes Brussels-focussed lobbying,Raphael,,,,,
1965,Jan MULDER,,Netherlands,ALDE,People's Party for Freedom and Democracy,European Parliament,MEP,Retired,Others,Retired,no,,http://www.vvd.frl/tag/jan-mulder/,VVD,Provides occasional speeches to senior members of his party,,,Raphael,,,,,
1122,Ria OOMEN-RUIJTEN,,Netherlands,EPP,Christian Democratic Appeal,European Parliament,MEP,Senator for the Netherlands Parliament,Elected office & public sector,Elected office,no,,https://www.eerstekamer.nl/persoon/m_g_h_c_oomen_ruijten_cda,CDA,,,,Raphael,,,,,
96905,Laurence J.A.J. STASSEN,,Netherlands,NI,Party for Freedom,European Parliament,MEP,President of the Voor Nederland Party ,Elected office & public sector,Political parties,no,,https://www.vnl.nu/bestuur/,PVV,,,,Raphael,,,,,
28141,Lívia JÁRÓKA,,Hungary,EPP,Fidesz–Hungarian Civic Union,European Parliament,MEP,Freelancing expert / researcher,Unknown,Unknown,Unknown,,,,Could not verify this claim. Leave unknown,,,TI-HU,,,,,
28167,Corien WORTMANN-KOOL,,Netherlands,EPP,Christian Democratic Appeal,European Parliament,MEP,"Supervisory board member. (Aegon NV, ABP, Kadaster). VP of the EPP party, Member of the NL Central Bureau of Statistics , Boardmember for Save the Children NL",Private Sector,Companies and Groups,yes ,,https://corporateeurope.org/revolvingdoorwatch/cases/corien-wortmann-kool,CDA,,,,Raphael,,,,,
23788,Adam BIELAN,,Poland,ECR,Law and Justice,European Parliament,MEP,Deputy Speaker of the Polish Senate ,Elected office & public sector,Elected office,no,,"http://www.senat.gov.pl/en/senators/lista-senatorow/senator,896,9,adam-bielan.html
",PiS,,,,Raphael,,,,,
96799,Piotr BORYS,,Poland,EPP,Civic Platform,European Parliament,MEP,Director of the office of preparation of investments of national railway company PKP,Elected office & public sector,Public authorities,no,,http://www.plk-sa.pl/kontakt/centrala-spolki/,,Works for the national railcompany,,,Raphael,,,,,
96976,Luís Paulo ALVES,,Portugal,S&D,Socialist Party,European Parliament,MEP,Unknown,Unknown,Unknown,Unknown,,,,,,,Raphael,,,,,
96786,Tadeusz CYMANSKI,,Poland,ECR,Law and Justice,European Parliament,MEP,Member of the Polish Parliament,Elected office & public sector,Elected office,no,,http://www.sejm.gov.pl/sejm8.nsf/posel.xsp?id=057&type=W&wojewodztwo=pomorskie,PiS,,,,Raphael,,,,,
97024,Magdalena ALVAREZ,,Spain,S&D,Socialist Workers' Party,European Parliament,MEP,Left the EP in order to become Vice-President of the European Investment Bank. She quit in 2014 because she was charged for misappropriation of public funds,Unknown,Unknown,Unknown,,,,Interesting,,Very unclear what her current occupation is ,Raphael ,,,,,
96753,Jolanta Emilia HIBNER,,Poland,EPP,Civic Platform,European Parliament,MEP,Deputy in the National Assembly in Poland,Elected office & public sector,Elected office,no,,http://www.sejm.gov.pl/sejm8.nsf/posel.xsp?id=124&type=A,,,,,Raphael,,,,,
28275,Malgorzata HANDZLIK,,Poland,EPP,Civic Platform,European Parliament,MEP,Member of the European Network for Women in Leadership ,Unknown,Unknown,Unknown,,,,Unclear if this is a job,,Not a job...Current occupation unknown,Raphael,,,,,
96800,Marek Henryk MIGALSKI,,Poland,ECR,Law and Justice / Poland Comes First,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,,Confirm,,,Raphael,,,,,
23792,Michal Tomasz KAMINSKI,,Poland,ECR,Law and Justice / Poland Comes First,European Parliament,MEP,Partner at Prism Group,Private Sector,Consultancies,yes ,,https://corporateeurope.org/revolvingdoorwatch/cases/micha-kami-ski,,,,,Raphael,,,,,
96785,Lena KOLARSKA-BOBINSKA,,Poland,EPP,Civic Platform,European Parliament,MEP,No longer Minister. Meber of the Council of the civic platform,Others,Retired,no,,https://pl.wikipedia.org/wiki/Lena_Kolarska-Bobi%C5%84ska,,Potentially retired,,,Raphael,,,,,
96793,Pawel Robert KOWAL,,Poland,ECR,Law and Justice / Poland Comes First,European Parliament,MEP,Head of the national council of the Poland Comes First party,Elected office & public sector,Political parties,no,,http://polskarazem.pl/wladze-krajowe/,,,,,Raphael,,,,,
101954,Jan KOZLOWSKI,,Poland,EPP,Civic Platform,European Parliament,MEP,president of the Polish Rugby Association and vice-president of the European Federation of Rugby ,"Non-governmental organisations, platforms and networks and similar",NGOs,no,,https://pl.wikipedia.org/wiki/Jan_Koz%C5%82owski_(samorz%C4%85dowiec),PO,,,,Raphael ,,,,,
96795,Jacek Olgierd KURSKI,,Poland,ECR,Law and Justice,European Parliament,MEP,General Director of Polish Television,Private Sector,Media,no,,https://pl.wikipedia.org/wiki/Jacek_Kurski,PiS,Got nominated by the current administration,,,Raphael,,,,,
96788,Krzysztof LISEK,,Poland,EPP,Civic Platform,European Parliament,MEP,"EU Affairs, Foreign & Defence Policy advisor at Fipra International.",Private Sector,Consultancies,yes ,,https://www.linkedin.com/in/krzysztof-lisek-7a6259bb,,,,,Raphael,,,,,
28380,Marek SIWIEC,,Poland,S&D,Democratic Left Alliance–Labor Union,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,,Confirm,,,Raphael,,,,,
111496,María Auxiliadora CORREA ZAMORA,,Spain,PPE,People's Party,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,PP,,,,Raphael ,,,,,
96794,Sławomir NITRAS,,Poland,EPP,Civic Platform,European Parliament,MEP,"Member of the Sejm, Poland ",Elected office & public sector,Elected office,no,,http://www.sejm.gov.pl/sejm8.nsf/posel.xsp?id=274,,,,,Raphael,,,,,
39319,Maria Eleni KOPPA,,Greece,S&D,Panhellenic Socialist movement,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,PASOK,No more info,,,Raphael,,,,,
23782,Jacek PROTASIEWICZ,,Poland,EPP,Civic Platform,European Parliament,MEP,MP in the Sejm,Elected office & public sector,Elected office,no,,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=312,,,,,Raphael,,,,,
122317,Tadeusz ROSS,,Poland,EPP,Civic Platform,European Parliament,MEP,"Polish actor , comedian , singer , author of musicals , song lyrics and poems for children , writer and politician ",Private Sector,Media,no,,,PO,No longer in office ,,,Raphael,,,,,
96789,Joanna SENYSZYN,,Poland,S&D,Democratic Left Alliance–Labor Union,European Parliament,MEP,vice-president of the Democratic Left Alliance.,Elected office & public sector,Political parties,no,,http://www.sld.org.pl/politycy/19-senyszyn.html,,No longer a MP in the Sjem,,,Raphael,,,,,
96701,María MUÑIZ DE URQUIZA,,Spain,S&D,Socialist Workers' Party,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,https://es.wikipedia.org/wiki/Mar%C3%ADa_Mu%C3%B1iz_de_Urquiza,,Confirmed,,,Raphael,,,,,
96770,Joanna Katarzyna SKRZYDLEWSKA,,Poland,EPP,Civic Platform,European Parliament,MEP,MP of the regional council of Lodz,Elected office & public sector,Elected office,no,,https://goo.gl/sfqrXb,,,,,Raphael ,,,,,
28299,Boguslaw SONIK,,Poland,EPP,Civic Platform,European Parliament,MEP,Member of the Parliament in Poland,Elected office & public sector,Elected office,no,,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=357&type=W&wojewodztwo=ma%C5%82opolskie,,,,,Raphael ,,,,,
28358,Konrad SZYMANSKI,,Poland,ECR,Law and Justice,European Parliament,MEP,"Minister for European Affairs, Poland",Elected office & public sector,Elected office,no,,http://www.msz.gov.pl/en/ministry/senior_officials/konrad_szynanski/,PiS,,,,Raphael,,,,,
96773,Rafal TRZASKOWSKI,,Poland,EPP,Civic Platform,European Parliament,MEP,Polish MP,Elected office & public sector,Elected office,no,,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=407,,,,,Raphael,,,,,
96802,Jacek WLOSOWICZ,,Poland,ECR,Law and Justice,European Parliament,MEP,Senator in Poland,Elected office & public sector,Elected office,no,,"https://www.senat.gov.pl/sklad/senatorowie/senator,468,9,jacek-wlosowicz.html",PiS,,,,Raphael,,,,,
28300,Zbigniew ZALESKI,,Poland,EPP,Civic Platform,European Parliament,MEP,Retired,Others,Retired,no,,,PO,,,,Raphael,,,,,
96777,Pawel ZALEWSKI,,Poland,EPP,Civic Platform,European Parliament,MEP,Board member: Instytut Obywatelski (research and policy institute for the Civic Platform),"Think tanks, research and academic institutions",Academic,no,,https://pl.wikipedia.org/wiki/Pawe%C5%82_Zalewski,,Check this. Media?,,,Raphael,,,,,
96778,Artur ZASADA,,Poland,EPP,Civic Platform,European Parliament,MEP,Member of Sejm (Polish Parliament),Elected office & public sector,Elected office,no,,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=444,,,,,Raphael,,,,,
96803,Zbigniew ZIOBRO,,Poland,ECR,Law and Justice,European Parliament,MEP,Minister of Justice,Elected office & public sector,Elected office,no,,https://www.premier.gov.pl/ludzie/zbigniew-ziobro.html,PiS,,,,Raphael,,,,,
96896,Marielle GALLO,,France,EPP,Modern Left,European Parliament,MEP,Unkown,Unknown,Unknown,Unknown,,,,Party membership is not a job?,,No she is just a member of the UDI,Raphael,,,,,
5956,Regina Bastos,,Portugal,EPP,Social Democratic Party,European Parliament,MEP,"Member of the National Assembly of Portugal, President of the Commission for European Affairs",Elected office & public sector,Elected office,no,,https://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2106,,,,,Raphael,,,,,
28311,Luis Manuel CAPOULAS SANTOS,,Portugal,S&D,Socialist Party,European Parliament,MEP,"Minister of Agriculture, Forests and Rural Development in Portugal ",Elected office & public sector,Elected office,no,,http://www.portugal.gov.pt/en/ministries/mafdr.aspx,,,,,Raphael,,,,,
96867,Maria Da Graça CARVALHO,,Portugal,EPP,Social Democratic Party,European Parliament,MEP,Advisor European Commission,Elected office & public sector,Public authorities,no,,http://ec.europa.eu/dgs/policy_advisers/team/cv_carvalho_en.htm,,,,,Raphael,,,,,
96975,António Fernando CORREIA DE CAMPOS,,Portugal,S&D,Socialist Party,European Parliament,MEP,Journalist,Private Sector,Media,no,,,,,,,Raphael,,,,,
119439,Marino BALDINI,,Croatia,S&D,Social Democratic Party,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,,No further info ,,,Raphael,,,,,
96973,Mário DAVID,,Portugal,EPP,Social Democratic Party,European Parliament,MEP,Member of the strategic board of BANIF (Bank) ,Private Sector,Companies and Groups,no,,https://goo.gl/IB0cAS,,,,,Raphael,,,,,
28310,Edite ESTRELA,,Portugal,S&D,Socialist Party,European Parliament,MEP,Member of the Portuguese Parliament ,Elected office & public sector,Elected office,no,,https://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=162,,,,,Raphael,,,,,
96977,Diogo FEIO,,Portugal,EPP,Democratic and Social Centre–People's Party,European Parliament,MEP,Partner at SERVULO law firm. lecturer at the Faculty of Law of the University of Porto. Lecturer on the Executive MBA of the Oporto Business School ,Private Sector,Law firms,no,,https://www.servulo.com/en/team/partners/Diogo-Feio/3593/,,,,,Raphael,,,,,
96954,Marta ANDREASEN,,United Kingdom,ECR,Conservative Party[1],European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,,,,,Raphael ,,,,,
96930,Vital MOREIRA,,Portugal,S&D,Socialist Party,European Parliament,MEP,Professor Luisa University. Professor University of Cumbria Law School,"Think tanks, research and academic institutions",Academic,no,,https://www.linkedin.com/in/vitalmoreira,,,,,Raphael,,,,,
96902,Maria do Céu PATRÃO NEVES,,Portugal,EPP,Social Democratic Party,European Parliament,MEP,Professors of Philosophy at the university of Acores ,"Think tanks, research and academic institutions",Academic,no,,http://www.mpatraoneves.pt/en/reunioes-cientificas/,,,,,Raphael,,,,,
28406,Miguel PORTAS,,Portugal,GUE/NGL,Left Bloc,European Parliament,MEP,died in April 2012,Others,Deceased,no,,https://pt.wikipedia.org/wiki/Miguel_Portas,BE,,,,Raphael,,,,,
113487,Alda SOUSA,,Portugal,GUE/NGL,Left Bloc,European Parliament,MEP,Teacher in University of Porto. Member of the National Board of Left Bloc.,"Think tanks, research and academic institutions",Academic,no,,https://pt.wikipedia.org/wiki/Alda_Sousa,BE,,,,Raphael,,,,,
96821,Rui TAVARES,,Portugal,Greens/EFA,Left Bloc,European Parliament,MEP,Visiting scholar in New York University ,"Think tanks, research and academic institutions",Academic,no,,https://www.facebook.com/tavaresrui/about?section=education&pnref=about,BE,,,,Raphael,,,,,
39769,Martin EHRENHAUSER,,Austria,NI,Hans-Peter Martin's List,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,https://de.wikipedia.org/wiki/Martin_Ehrenhauser,,Active on twitter. Current occupation unkmown,,,TI-AT,,,,,
96702,Elena Oana ANTONESCU,,Romania,EPP,Democratic Liberal Party,European Parliament,MEP,Patron for fair trials. No further info available ,"Non-governmental organisations, platforms and networks and similar",NGOs,no,,https://www.fairtrials.org/about-us/our-people/patrons/,,,,,Raphael,,,,,
96814,Elena BASESCU,,Romania,EPP,Democratic Liberal Party,European Parliament,MEP,"Working for the Romanian Chamber of Commerce and Industry, International Relations Department ",Private Sector,Business associations,yes ,,https://www.antena3.ro/en/romania/elena-basescu-is-done-babysitting-and-she-took-a-job-with-the-chamber-of-commerce-there-is-the-339333.html,,At least this is clearly a lobbying job. No apparent conflict of interest.,,,Check,,,,,
96846,George BECALI,,Romania,NI,Greater Romania Party,European Parliament,MEP,President of the Council of Administration of FC Steaua Bucharest (one of the major football teams in Romania). Top 10 fortunes of Romania. ,Private Sector,Companies and Groups,no,,https://ro.wikipedia.org/wiki/George_Becali,PRM,Is emrboiled in many controversies but does not appear to be engaged in lobbying activities,,,Raphael,,,,,
109649,Mikael GUSTAFSSON,,Sweden,GUE/NGL,Left Party,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,V,Confirm,,,Raphael,,,,,
113597,Minodora CLIVETI,,Romania,S&D,Social Democratic Party,European Parliament,MEP,"lawyer at her own lawyer office ""Cliveti&Cliveti""Bacau",Private Sector,Law firms,no,,https://ro.wikipedia.org/wiki/Minodora_Cliveti,PSD,,,,Raphael,,,,,
23413,Mojca KLEVA KEKUŠ,,Slovenia,S&D,Social Democrats,European Parliament,MEP,Expert in EU decision-making,Unknown,Unknown,Unknown,,https://goo.gl/Dzhmxc,SD,What exactly is she doing? Where is she experting?,,No further info provided  on Linkedin. Is still active within the S and D group,TI-SI,,,,,
97229,Niccolò RINALDI,,Italy,ALDE,Italy of Values,European Parliament,MEP,writer,Unknown,Unknown,Unknown,,https://it.wikipedia.org/wiki/Niccol%C3%B2_Rinaldi,,,,,Raphael,,,,,
96737,Nicole KIIL-NIELSEN,,France,Greens/EFA,Europe Ecology,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,,,,,TI-FR,,,,,
96823,Petru Constantin LUHAN,,Romania,EPP,Democratic Liberal Party,European Parliament,MEP,Managing director of Fonduri Europene,Private Sector,Consultancies,yes ,,https://goo.gl/7HUYVl,,Consultancies specifically geared towards obtaining EU funding ,,,Raphael,,,,,
95017,Iosif MATULA,,Romania,EPP,Democratic Liberal Party,European Parliament,MEP,Professor at the Arad High School ,"Think tanks, research and academic institutions",Academic,no,,https://www.facebook.com/pages/Iosif-Matula/144306458917399?fref=ts,,,,,Raphael,,,,,
96960,Nicole SINCLAIRE,,United Kingdom,NI,We Demand a Referendum,European Parliament,MEP,investigated for misspending EU money. Current occupation unknown ,Unknown,Unknown,Unknown,,http://www.bbc.com/news/uk-england-36762323,,TI UK: not in prison,,Indeed. Has been cleared of the allegations ,Raphael,,,,,
